Price,Journey_month,Journey_day,Dep_Time_hours,Dep_Time_mins,Arrival_Time_hours,Arrival_Time_mins,Duration_hours,Duration_minutes,Duration_total_minutes,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai,Airline label,Destination label,Total_Stops_label
14960.0,6,12,9,50,8,55,23,5,1385,0,1,0,0,0,1,0,2
17057.0,3,3,7,5,21,0,13,55,835,0,0,1,0,0,6,1,1
13727.0,5,9,10,0,21,0,11,0,660,0,0,1,0,0,6,1,1
12373.0,5,18,18,15,12,35,18,20,1100,0,0,1,0,0,4,1,1
8073.0,5,15,7,0,21,0,14,0,840,0,0,1,0,0,6,1,1
21829.0,3,6,11,35,21,0,9,25,565,0,0,1,0,0,6,1,3
12819.0,6,24,23,5,4,25,29,20,1760,0,0,1,0,0,4,1,2
6749.0,5,27,6,5,11,20,5,15,315,0,0,1,0,0,8,1,1
13941.0,5,15,6,30,4,40,22,10,1330,0,1,0,0,0,4,0,1
8372.0,3,1,7,0,20,20,13,20,800,1,0,0,0,0,4,4,1
6297.0,5,21,6,5,11,20,5,15,315,0,0,1,0,0,8,1,1
8627.0,3,6,20,10,7,10,11,0,660,0,0,1,0,0,0,1,1
4423.0,4,24,6,5,8,50,2,45,165,1,0,0,0,0,3,4,0
10991.0,5,1,5,50,20,25,14,35,875,0,1,0,0,0,1,0,2
13731.0,6,6,20,0,4,40,8,40,520,0,1,0,0,0,4,0,1
3943.0,5,21,21,15,0,15,3,0,180,1,0,0,0,0,3,4,0
7832.0,3,21,20,35,7,40,11,5,665,1,0,0,0,0,4,4,1
3100.0,3,21,6,20,7,40,1,20,80,0,0,0,0,1,1,2,0
5636.0,5,15,7,15,12,30,5,15,315,0,0,1,0,0,3,1,1
14714.0,6,24,11,30,19,0,7,30,450,0,0,1,0,0,4,1,1
11467.0,4,1,9,35,18,0,8,25,505,0,1,0,0,0,4,0,1
4145.0,5,3,20,45,23,20,2,35,155,0,1,0,0,0,1,0,0
13067.0,5,9,9,35,21,5,11,30,690,0,1,0,0,0,4,0,1
18804.0,6,27,11,40,19,0,7,20,440,0,0,1,0,0,4,1,2
13941.0,5,12,20,0,4,40,8,40,520,0,1,0,0,0,4,0,1
6674.0,6,1,11,55,22,30,10,35,635,0,0,1,0,0,3,1,1
3100.0,5,3,15,0,16,25,1,25,85,0,0,0,0,1,1,2,0
4050.0,6,9,2,55,4,20,1,25,85,0,0,0,0,1,4,2,0
2227.0,5,27,20,5,21,40,1,35,95,0,0,0,0,1,3,2,0
6818.0,6,3,5,5,16,10,11,5,665,0,0,1,0,0,3,1,1
2017.0,4,3,13,15,14,45,1,30,90,0,0,0,0,1,8,2,0
3943.0,5,6,10,10,13,0,2,50,170,1,0,0,0,0,3,4,0
4851.0,3,27,6,0,9,10,3,10,190,0,0,1,0,0,10,1,0
6838.0,6,12,9,15,21,0,11,45,705,0,0,1,0,0,3,1,1
5386.0,5,21,17,35,22,15,4,40,280,0,1,0,0,0,3,0,1
10368.0,6,3,9,40,12,35,26,55,1615,0,0,1,0,0,4,1,2
3419.0,5,27,20,55,23,40,2,45,165,1,0,0,0,0,2,4,0
4148.0,3,21,21,25,0,5,2,40,160,0,1,0,0,0,3,0,0
6245.0,5,1,14,15,16,45,2,30,150,0,1,0,0,0,1,0,0
9397.0,5,12,20,20,9,5,12,45,765,0,1,0,0,0,10,0,1
4777.0,3,9,4,0,6,50,2,50,170,1,0,0,0,0,3,4,0
9663.0,5,15,6,30,12,0,5,30,330,0,1,0,0,0,4,0,1
6795.0,6,12,12,50,1,30,12,40,760,0,0,1,0,0,6,1,1
7038.0,6,1,14,55,22,30,7,35,455,0,0,1,0,0,6,1,1
3100.0,5,3,21,5,22,25,1,20,80,0,0,0,0,1,1,2,0
7229.0,6,15,15,15,18,10,2,55,175,1,0,0,0,0,4,4,0
13941.0,5,18,20,0,4,40,8,40,520,0,1,0,0,0,4,0,1
10678.0,6,27,4,55,19,0,14,5,845,0,0,1,0,0,6,1,1
3597.0,5,18,19,35,21,55,2,20,140,0,0,0,1,0,3,3,0
3597.0,6,12,13,15,15,35,2,20,140,0,0,0,1,0,3,3,0
8425.0,3,9,22,0,23,20,25,20,1520,1,0,0,0,0,1,4,1
6938.0,6,1,14,20,22,30,8,10,490,0,0,1,0,0,3,1,1
6451.0,6,27,20,45,7,10,10,25,625,0,0,1,0,0,0,1,1
4483.0,4,21,23,55,2,45,2,50,170,1,0,0,0,0,0,4,0
6478.0,6,12,6,0,8,45,2,45,165,1,0,0,0,0,4,4,0
3841.0,5,1,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
10844.0,6,9,21,10,18,15,21,5,1265,0,1,0,0,0,4,0,1
5678.0,6,27,2,55,4,20,1,25,85,0,0,0,0,1,4,2,0
13377.0,6,15,10,0,1,30,15,30,930,0,0,1,0,0,6,1,1
10844.0,5,6,8,25,16,20,7,55,475,0,1,0,0,0,4,0,1
11507.0,5,9,21,25,12,35,15,10,910,0,0,1,0,0,4,1,2
3573.0,5,9,5,55,8,35,2,40,160,1,0,0,0,0,8,4,0
8016.0,6,12,8,20,11,20,3,0,180,1,0,0,0,0,4,4,0
10118.0,6,6,6,30,7,25,24,55,1495,0,1,0,0,0,4,0,2
10844.0,5,9,16,30,4,40,12,10,730,0,1,0,0,0,4,0,1
6152.0,6,24,7,55,22,25,14,30,870,0,0,1,0,0,0,1,1
3625.0,4,24,21,10,0,5,2,55,175,1,0,0,0,0,8,4,0
7229.0,4,1,15,15,18,10,2,55,175,1,0,0,0,0,4,4,0
9663.0,5,15,18,55,10,5,15,10,910,0,1,0,0,0,4,0,1
12384.0,5,21,9,35,19,10,9,35,575,0,1,0,0,0,4,0,1
8327.0,3,9,16,45,22,15,5,30,330,0,0,1,0,0,0,1,1
6478.0,6,3,17,45,20,45,3,0,180,1,0,0,0,0,4,4,0
13731.0,6,9,16,30,4,40,12,10,730,0,1,0,0,0,4,0,1
3100.0,6,12,19,30,20,45,1,15,75,0,0,0,0,1,1,2,0
12475.0,3,1,12,0,13,25,1,25,85,0,0,0,0,1,3,2,0
15170.0,5,24,9,50,8,55,23,5,1385,0,1,0,0,0,1,0,2
5583.0,4,15,6,5,11,20,5,15,315,0,0,1,0,0,8,1,1
15411.0,3,6,7,30,18,50,11,20,680,0,0,1,0,0,6,1,1
10975.0,6,12,9,45,9,25,23,40,1420,0,0,1,0,0,1,1,2
4880.0,4,21,20,45,23,20,2,35,155,0,1,0,0,0,1,0,0
7229.0,4,12,8,20,11,20,3,0,180,1,0,0,0,0,4,4,0
13067.0,5,12,20,25,19,10,22,45,1365,0,1,0,0,0,4,0,1
13616.0,5,18,9,25,17,20,31,55,1915,0,1,0,0,0,1,0,2
13381.0,6,12,16,55,19,15,26,20,1580,0,0,1,0,0,1,1,2
13817.0,3,12,21,25,12,25,15,0,900,1,0,0,0,0,4,4,1
8891.0,5,12,9,25,11,10,25,45,1545,0,1,0,0,0,1,0,1
17229.0,3,9,13,55,4,25,14,30,870,0,0,1,0,0,4,1,2
8610.0,5,1,17,0,20,20,27,20,1640,0,1,0,0,0,10,0,1
8372.0,3,1,8,0,20,20,12,20,740,1,0,0,0,0,4,4,1
9663.0,5,18,14,5,12,0,21,55,1315,0,1,0,0,0,4,0,1
4878.0,6,24,17,0,19,35,2,35,155,1,0,0,0,0,10,4,0
10486.0,5,27,9,45,22,30,12,45,765,0,0,1,0,0,6,1,1
10262.0,6,15,2,15,19,0,16,45,1005,0,0,1,0,0,4,1,1
11410.0,6,6,16,45,7,10,14,25,865,0,0,1,0,0,0,1,1
11185.0,6,9,7,5,9,25,26,20,1580,0,0,1,0,0,1,1,2
5403.0,4,27,11,30,14,20,2,50,170,1,0,0,0,0,10,4,0
4668.0,5,6,11,30,14,20,2,50,170,1,0,0,0,0,10,4,0
13344.0,6,9,5,30,12,35,7,5,425,0,0,1,0,0,4,1,2
17024.0,3,6,11,30,18,50,7,20,440,0,0,1,0,0,4,1,1
6493.0,6,6,17,5,22,25,5,20,320,0,0,1,0,0,3,1,1
13643.0,5,27,10,55,7,40,20,45,1245,0,0,1,0,0,1,1,2
4804.0,6,6,14,25,16,55,2,30,150,0,1,0,0,0,3,0,0
10958.0,5,18,23,30,4,35,5,5,305,0,0,1,0,0,3,1,1
11150.0,6,27,23,5,12,35,13,30,810,0,0,1,0,0,4,1,2
5228.0,4,27,21,5,23,55,2,50,170,1,0,0,0,0,1,4,0
5198.0,5,15,7,10,10,10,3,0,180,1,0,0,0,0,4,4,0
11552.0,3,3,7,5,19,15,36,10,2170,0,0,1,0,0,1,1,2
15422.0,5,24,10,0,5,25,19,25,1165,0,1,0,0,0,1,0,2
12723.0,6,9,5,50,23,15,17,25,1045,0,1,0,0,0,1,0,2
11664.0,3,21,10,20,4,25,42,5,2525,0,0,1,0,0,4,1,2
5201.0,4,24,5,10,8,0,2,50,170,0,0,1,0,0,1,1,0
5613.0,4,24,19,30,22,15,2,45,165,1,0,0,0,0,10,4,0
12488.0,6,12,18,30,19,15,24,45,1485,0,0,1,0,0,1,1,2
3100.0,5,12,15,0,16,25,1,25,85,0,0,0,0,1,1,2,0
10877.0,6,15,10,35,19,0,8,25,505,0,0,1,0,0,6,1,1
7215.0,3,21,10,20,21,0,10,40,640,0,0,1,0,0,6,1,1
15318.0,6,6,20,0,4,25,8,25,505,0,0,1,0,0,4,1,2
14408.0,3,6,12,0,12,25,24,25,1465,0,0,0,0,1,1,2,1
9103.0,5,15,4,55,12,35,7,40,460,0,0,1,0,0,6,1,1
11627.0,6,3,2,15,4,25,26,10,1570,0,0,1,0,0,4,1,1
13339.0,3,24,6,30,16,20,9,50,590,0,1,0,0,0,4,0,1
11200.0,6,27,8,30,19,0,10,30,630,0,0,1,0,0,6,1,1
8355.0,5,1,10,20,17,35,7,15,435,0,1,0,0,0,4,0,1
7174.0,4,21,20,30,23,0,26,30,1590,0,0,1,0,0,1,1,1
15129.0,5,24,23,5,4,25,29,20,1760,0,0,1,0,0,4,1,2
10261.0,6,1,8,45,19,15,10,30,630,0,0,1,0,0,6,1,1
11096.0,5,21,7,0,20,25,13,25,805,0,1,0,0,0,1,0,1
5022.0,4,6,6,10,23,0,16,50,1010,0,0,1,0,0,1,1,1
11538.0,3,21,6,20,4,25,22,5,1325,0,0,1,0,0,4,1,2
4804.0,6,15,20,25,23,10,2,45,165,0,1,0,0,0,3,0,0
13731.0,6,6,6,30,4,40,22,10,1330,0,1,0,0,0,4,0,1
10844.0,5,18,18,55,23,35,28,40,1720,0,1,0,0,0,4,0,1
3597.0,6,6,14,45,17,5,2,20,140,0,0,0,1,0,3,3,0
14388.0,5,6,6,30,12,0,5,30,330,0,1,0,0,0,4,0,1
10577.0,6,12,8,0,4,25,20,25,1225,0,0,1,0,0,4,1,1
11869.0,3,21,10,45,18,50,32,5,1925,0,0,1,0,0,4,1,2
16704.0,5,18,23,5,4,25,29,20,1760,0,0,1,0,0,4,1,2
7503.0,5,18,18,35,1,30,6,55,415,0,0,1,0,0,3,1,1
4483.0,4,9,23,55,2,45,2,50,170,1,0,0,0,0,0,4,0
4668.0,6,9,11,30,14,20,2,50,170,1,0,0,0,0,10,4,0
4226.0,4,3,6,15,10,30,4,15,255,0,1,0,0,0,3,0,1
13067.0,5,6,17,0,10,55,17,55,1075,0,1,0,0,0,4,0,1
8283.0,5,18,17,0,1,30,8,30,510,0,0,1,0,0,6,1,1
3384.0,3,27,14,40,17,5,2,25,145,0,0,0,1,0,3,3,0
5704.0,3,21,6,10,23,0,16,50,1010,0,0,1,0,0,1,1,1
3841.0,4,18,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
5277.0,6,24,22,5,0,25,2,20,140,0,0,0,1,0,3,3,0
12723.0,5,18,5,50,12,30,30,40,1840,0,1,0,0,0,1,0,2
10929.0,3,21,19,10,4,25,33,15,1995,0,0,1,0,0,4,1,2
14781.0,5,12,14,5,20,45,6,40,400,0,1,0,0,0,4,0,1
16914.0,3,6,5,25,19,45,38,20,2300,0,0,1,0,0,4,1,2
8879.0,6,3,7,0,19,15,12,15,735,0,0,1,0,0,1,1,1
6542.0,4,15,11,30,19,0,7,30,450,0,0,1,0,0,4,1,1
4990.0,4,12,16,55,19,55,3,0,180,1,0,0,0,0,3,4,0
8610.0,6,12,7,10,18,50,11,40,700,0,1,0,0,0,10,0,1
10844.0,5,12,14,5,19,50,5,45,345,0,1,0,0,0,4,0,1
6297.0,3,15,19,35,21,55,2,20,140,0,0,0,1,0,3,3,0
4174.0,5,6,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
6386.0,6,3,2,0,7,45,5,45,345,0,0,1,0,0,3,1,1
10262.0,6,9,13,0,4,25,15,25,925,0,0,1,0,0,4,1,1
3543.0,5,1,17,45,20,5,2,20,140,0,0,0,1,0,8,3,0
16389.0,3,6,5,25,19,45,38,20,2300,0,0,1,0,0,4,1,2
8505.0,4,1,20,20,10,45,14,25,865,0,1,0,0,0,10,0,1
9397.0,6,9,20,20,10,45,14,25,865,0,1,0,0,0,10,0,1
14687.0,5,1,9,25,5,25,20,0,1200,0,1,0,0,0,1,0,2
10262.0,6,9,7,5,19,0,11,55,715,0,0,1,0,0,4,1,1
4544.0,5,6,8,20,11,20,3,0,180,1,0,0,0,0,4,4,0
6354.0,6,9,23,30,7,45,8,15,495,0,1,0,0,0,2,0,1
14388.0,5,12,16,30,4,40,12,10,730,0,1,0,0,0,4,0,1
3898.0,6,24,7,45,10,40,2,55,175,1,0,0,0,0,2,4,0
9103.0,5,27,11,25,19,0,7,35,455,0,0,1,0,0,6,1,1
7229.0,6,1,11,10,14,5,2,55,175,1,0,0,0,0,4,4,0
8016.0,6,15,11,10,14,5,2,55,175,1,0,0,0,0,4,4,0
13227.0,5,1,9,50,8,55,23,5,1385,0,1,0,0,0,1,0,2
6979.0,5,15,11,25,1,30,14,5,845,0,0,1,0,0,3,1,1
3943.0,6,24,13,0,15,50,2,50,170,1,0,0,0,0,3,4,0
3540.0,6,15,15,40,18,25,2,45,165,0,0,0,1,0,3,3,0
17282.0,3,9,10,45,4,25,17,40,1060,0,0,1,0,0,4,1,2
8366.0,5,21,9,25,21,50,12,25,745,0,1,0,0,0,1,0,1
6412.0,6,27,14,20,22,30,8,10,490,0,0,1,0,0,3,1,1
8991.0,6,12,20,30,8,15,11,45,705,0,0,1,0,0,1,1,1
11467.0,5,1,17,0,9,45,16,45,1005,0,1,0,0,0,4,0,1
14388.0,5,6,8,25,20,45,12,20,740,0,1,0,0,0,4,0,1
5088.0,6,27,19,30,22,15,2,45,165,1,0,0,0,0,10,4,0
4239.0,4,1,20,55,23,40,2,45,165,1,0,0,0,0,2,4,0
10676.0,5,12,12,0,7,55,19,55,1195,0,1,0,0,0,1,0,2
8040.0,5,27,10,20,11,50,1,30,90,0,0,0,0,1,4,2,0
8372.0,3,1,11,40,10,25,22,45,1365,1,0,0,0,0,4,4,1
13882.0,6,27,11,45,4,25,16,40,1000,0,0,1,0,0,4,1,2
13882.0,6,15,9,25,12,35,27,10,1630,0,0,1,0,0,4,1,2
10197.0,5,9,9,0,19,0,10,0,600,0,0,1,0,0,6,1,1
4591.0,4,18,10,10,13,0,2,50,170,1,0,0,0,0,3,4,0
7952.0,6,6,6,5,9,25,27,20,1640,0,0,1,0,0,1,1,1
8283.0,5,18,19,0,1,30,6,30,390,0,0,1,0,0,6,1,1
6938.0,5,27,14,20,22,30,8,10,490,0,0,1,0,0,3,1,1
11003.0,3,3,10,30,21,25,10,55,655,1,0,0,0,0,1,4,2
6314.0,6,9,10,35,21,0,10,25,625,0,0,1,0,0,3,1,1
12649.0,3,1,18,25,21,20,2,55,175,1,0,0,0,0,3,4,0
10844.0,5,24,8,25,18,15,9,50,590,0,1,0,0,0,4,0,1
4226.0,4,15,19,35,23,15,3,40,220,0,1,0,0,0,3,0,1
4668.0,6,24,9,45,12,35,2,50,170,1,0,0,0,0,10,4,0
7927.0,6,12,17,0,9,5,16,5,965,0,1,0,0,0,10,0,1
13628.0,3,6,7,30,13,20,5,50,350,0,0,1,0,0,3,1,1
7927.0,6,12,20,20,9,5,12,45,765,0,1,0,0,0,10,0,1
14781.0,5,6,6,30,16,20,9,50,590,0,1,0,0,0,4,0,1
11989.0,6,24,17,15,19,15,26,0,1560,0,0,1,0,0,1,1,2
2050.0,3,21,21,5,22,25,1,20,80,0,0,0,0,1,1,2,0
12723.0,6,6,5,50,12,30,30,40,1840,0,1,0,0,0,1,0,2
9968.0,6,3,16,40,19,15,26,35,1595,0,0,1,0,0,1,1,2
6818.0,6,3,5,5,12,10,7,5,425,0,0,1,0,0,3,1,1
6136.0,3,15,9,45,14,25,4,40,280,1,0,0,0,0,4,4,1
4591.0,5,24,23,30,2,20,2,50,170,1,0,0,0,0,3,4,0
4823.0,4,3,7,10,10,5,2,55,175,1,0,0,0,0,3,4,0
5048.0,6,1,7,45,10,40,2,55,175,1,0,0,0,0,2,4,0
4483.0,4,18,11,10,13,55,2,45,165,1,0,0,0,0,0,4,0
6442.0,6,15,11,55,22,30,10,35,635,0,0,1,0,0,3,1,1
4943.0,3,21,8,15,8,50,24,35,1475,1,0,0,0,0,1,4,1
15603.0,3,3,7,0,13,20,6,20,380,0,0,1,0,0,6,1,1
9385.0,3,21,7,0,12,50,5,50,350,0,0,1,0,0,2,1,1
7757.0,6,6,21,10,4,40,7,30,450,0,1,0,0,0,4,0,1
7354.0,6,12,7,30,19,15,11,45,705,0,0,1,0,0,6,1,1
6300.0,3,12,8,20,10,35,2,15,135,0,0,0,1,0,8,3,0
4174.0,4,6,11,30,14,5,2,35,155,0,1,0,0,0,3,0,0
7485.0,5,21,8,45,21,0,12,15,735,0,0,1,0,0,6,1,1
3873.0,3,24,20,30,23,20,2,50,170,1,0,0,0,0,8,4,0
14781.0,5,9,14,5,23,35,9,30,570,0,1,0,0,0,4,0,1
12677.0,3,3,5,15,6,50,25,35,1535,0,0,1,0,0,1,1,1
13626.0,6,12,6,30,18,15,11,45,705,0,1,0,0,0,4,0,1
10261.0,6,1,11,40,19,15,7,35,455,0,0,1,0,0,6,1,1
5469.0,3,24,20,30,23,20,2,50,170,1,0,0,0,0,8,4,0
13381.0,5,27,14,25,19,15,28,50,1730,0,0,1,0,0,1,1,2
13587.0,6,9,2,15,11,30,9,15,555,0,0,1,0,0,6,1,1
5224.0,5,18,14,25,16,55,2,30,150,0,1,0,0,0,3,0,0
17234.0,3,6,7,5,18,50,11,45,705,0,0,1,0,0,4,1,1
4995.0,5,24,10,20,11,50,1,30,90,0,0,0,0,1,4,2,0
4423.0,4,27,10,10,13,0,2,50,170,1,0,0,0,0,3,4,0
5613.0,3,24,16,0,18,35,2,35,155,1,0,0,0,0,10,4,0
2071.0,3,27,15,50,17,20,1,30,90,0,0,0,0,1,4,2,0
4077.0,4,3,6,5,8,50,2,45,165,1,0,0,0,0,3,4,0
16704.0,5,27,23,5,4,25,29,20,1760,0,0,1,0,0,4,1,2
13941.0,5,12,8,25,8,15,23,50,1430,0,1,0,0,0,4,0,1
6195.0,6,15,21,50,3,35,5,45,345,0,0,1,0,0,3,1,1
5883.0,6,6,10,35,1,30,14,55,895,0,0,1,0,0,3,1,1
2754.0,5,27,2,35,4,5,1,30,90,0,0,0,0,1,3,2,0
10262.0,6,1,21,50,12,35,14,45,885,0,0,1,0,0,4,1,1
12739.0,6,12,6,30,4,40,22,10,1330,0,1,0,0,0,4,0,1
9416.0,6,6,12,0,21,50,9,50,590,0,1,0,0,0,1,0,2
6305.0,3,27,4,0,13,20,9,20,560,0,0,1,0,0,6,1,1
11200.0,6,9,11,25,19,0,7,35,455,0,0,1,0,0,6,1,1
4842.0,3,24,7,5,9,20,2,15,135,0,0,0,1,0,10,3,0
8586.0,5,21,6,30,8,15,25,45,1545,0,1,0,0,0,4,0,1
5935.0,3,21,7,10,21,20,14,10,850,0,0,1,0,0,6,1,2
11134.0,3,24,13,55,20,40,6,45,405,0,1,0,0,0,4,0,1
8662.0,5,12,7,10,22,40,15,30,930,0,1,0,0,0,10,0,1
3850.0,5,1,5,15,7,40,2,25,145,0,0,0,1,0,3,3,0
3687.0,5,18,7,5,9,20,2,15,135,0,0,0,1,0,10,3,0
9653.0,6,15,19,45,19,15,23,30,1410,0,0,1,0,0,1,1,2
4174.0,4,12,22,15,0,50,2,35,155,0,1,0,0,0,3,0,0
7308.0,5,27,16,0,1,30,9,30,570,0,0,1,0,0,6,1,1
2575.0,3,21,19,30,20,45,1,15,75,0,0,0,0,1,1,2,0
3841.0,6,24,6,55,9,30,2,35,155,0,1,0,0,0,8,0,0
7280.0,3,9,19,30,0,40,5,10,310,1,0,0,0,0,3,4,1
5198.0,5,6,6,0,8,45,2,45,165,1,0,0,0,0,4,4,0
3859.0,5,6,8,20,10,35,2,15,135,0,0,0,1,0,8,3,0
15129.0,5,9,5,30,4,25,22,55,1375,0,0,1,0,0,4,1,2
6834.0,5,15,21,5,0,20,3,15,195,0,0,1,0,0,3,1,0
3898.0,4,24,11,40,14,30,2,50,170,1,0,0,0,0,2,4,0
12681.0,4,1,16,30,19,50,27,20,1640,0,1,0,0,0,4,0,1
3873.0,6,18,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
8784.0,5,27,4,55,21,0,16,5,965,0,0,1,0,0,3,1,1
3841.0,5,15,17,10,19,40,2,30,150,0,1,0,0,0,8,0,0
15764.0,3,6,13,55,4,25,14,30,870,0,0,1,0,0,4,1,1
3383.0,3,24,5,50,8,40,2,50,170,1,0,0,0,0,0,4,0
5769.0,6,18,11,10,14,5,2,55,175,1,0,0,0,0,4,4,0
5678.0,3,24,7,10,8,35,1,25,85,0,0,0,0,1,4,2,0
5406.0,4,6,8,0,19,0,11,0,660,0,0,1,0,0,4,1,1
11306.0,5,18,7,0,20,25,13,25,805,0,1,0,0,0,1,0,1
3809.0,5,24,19,20,23,45,4,25,265,0,1,0,0,0,3,0,1
5403.0,3,21,7,0,9,40,2,40,160,1,0,0,0,0,10,4,0
7229.0,5,1,8,20,11,20,3,0,180,1,0,0,0,0,4,4,0
4991.0,5,1,21,10,0,5,2,55,175,1,0,0,0,0,8,4,0
10844.0,5,21,8,25,20,45,12,20,740,0,1,0,0,0,4,0,1
